4,a,an,,,,,,,,,,,,,,,,
504,able,abler,ablest,ables,abled,abling,ablings,,,,,,,,,,,
32,about,abouts,,,,,,,,,,,,,,,,
632,above,,,,,,,,,,,,,,,,,
512,across,,,,,,,,,,,,,,,,,
600,act,acts,acted,acting,actings,,,,,,,,,,,,,
658,action,actions,actioned,actioning,actionings,,,,,,,,,,,,,
275,activity,activities,,,,,,,,,,,,,,,,
561,add,adds,added,adding,addings,,,,,,,,,,,,,
712,adjective,adjectives,adj,,,,,,,,,,,,,,,
492,afraid,,,,,,,,,,,,,,,,,
114,after,,,,,,,,,,,,,,,,,
673,afternoon,afternoons,,,,,,,,,,,,,,,,
98,again,,,,,,,,,,,,,,,,,
527,ago,,,,,,,,,,,,,,,,,
551,agree,agrees,agreed,agreeing,agreeings,,,,,,,,,,,,,
383,air,airs,aired,airing,airings,,,,,,,,,,,,,
35,all,alls,,,,,,,,,,,,,,,,
852,allow,allows,allowed,allowing,allowings,,,,,,,,,,,,,
510,almost,almosts,,,,,,,,,,,,,,,,
707,alone,,,,,,,,,,,,,,,,,
311,along,,,,,,,,,,,,,,,,,
375,aloud,,,,,,,,,,,,,,,,,
626,already,,,,,,,,,,,,,,,,,
155,also,,,,,,,,,,,,,,,,,
241,always,,,,,,,,,,,,,,,,,
649,amaze,amazes,amazed,amazing,amazings,,,,,,,,,,,,,
5,and,ands,anded,anding,n,,,,,,,,,,,,,
417,angry,angrier,angriest,,,,,,,,,,,,,,,
99,animal,animals,,,,,,,,,,,,,,,,
198,another,,,,,,,,,,,,,,,,,
130,answer,answers,answered,answering,answerings,,,,,,,,,,,,,
680,ant,ants,,,,,,,,,,,,,,,,
177,any,,,,,,,,,,,,,,,,,
623,anyone,,,,,,,,,,,,,,,,,
346,anything,anythings,,,,,,,,,,,,,,,,
455,apple,apples,,,,,,,,,,,,,,,,
406,area,areas,,,,,,,,,,,,,,,,
339,arm,arms,armed,arming,armings,,,,,,,,,,,,,
110,around,,,,,,,,,,,,,,,,,
520,arrive,arrives,arrived,arriving,arrivings,,,,,,,,,,,,,
579,art,arts,,,,,,,,,,,,,,,,
854,artist,artists,,,,,,,,,,,,,,,,
36,as,,,,,,,,,,,,,,,,,
59,ask,asks,asked,asking,askings,,,,,,,,,,,,,
27,at,,,,,,,,,,,,,,,,,
777,attention,attentions,,,,,,,,,,,,,,,,
633,aunt,aunts,Aunt,Aunts,,,,,,,,,,,,,,
113,away,aways,,,,,,,,,,,,,,,,
332,baby,babies,babied,babying,babys,,,,,,,,,,,,,
88,back,backs,backed,backing,backings,,,,,,,,,,,,,
225,bad,worse,worst,badder,baddest,,,,,,,,,,,,,
386,bag,bags,bagged,bagging,baggings,,,,,,,,,,,,,
309,ball,balls,balled,balling,ballings,,,,,,,,,,,,,
483,banana,bananas,,,,,,,,,,,,,,,,
583,bark,barks,barked,barking,barkings,,,,,,,,,,,,,
790,bat,bats,batted,batting,battings,,,,,,,,,,,,,
2,be,am,m,is,isn,s,are,re,aren,ain,been,was,wasn,were,weren,being,bein,beings
438,beach,beaches,beached,beaching,beachings,,,,,,,,,,,,,
419,bear,bears,beared,bearing,borne,bearings,,,,,,,,,,,,
713,beat,beats,beating,beaten,beatings,,,,,,,,,,,,,
239,beautiful,,,,,,,,,,,,,,,,,
118,because,cos,,,,,,,,,,,,,,,,
224,become,becomes,became,becoming,becomeing,becomeings,,,,,,,,,,,,
263,bed,beds,bedded,bedding,beddings,,,,,,,,,,,,,
779,bedroom,bedrooms,bedroomed,,,,,,,,,,,,,,,
507,bee,bees,beeed,beeing,beeings,,,,,,,,,,,,,
652,beep,beeps,beeped,beeping,beepings,,,,,,,,,,,,,
179,before,,,,,,,,,,,,,,,,,
191,begin,begins,began,beginning,begun,beginned,beginnings,,,,,,,,,,,
469,behind,,,,,,,,,,,,,,,,,
333,believe,believes,believed,believing,believings,,,,,,,,,,,,,
597,bell,bells,belled,belling,bellings,,,,,,,,,,,,,
868,below,,,,,,,,,,,,,,,,,
539,between,,,,,,,,,,,,,,,,,
100,big,bigger,biggest,,,,,,,,,,,,,,,
549,bike,bikes,biked,biking,bikings,,,,,,,,,,,,,
213,bird,birds,birded,birding,birdings,,,,,,,,,,,,,
442,birthday,birthdays,,,,,,,,,,,,,,,,
820,bit,bits,bitted,bitting,bittings,,,,,,,,,,,,,
356,black,blacks,blacked,blacking,blacker,blackest,,,,,,,,,,,,
640,blow,blows,blew,blowing,blown,blowed,,,,,,,,,,,,
216,blue,blues,blueed,blueing,bluer,bluest,,,,,,,,,,,,
308,board,boards,boarded,boarding,boardings,,,,,,,,,,,,,
330,boat,boats,boated,boating,boatings,,,,,,,,,,,,,
269,body,bodies,bodied,bodying,bodys,,,,,,,,,,,,,
816,bone,bones,boned,boning,bonings,,,,,,,,,,,,,
439,boo,boos,booed,booing,booings,,,,,,,,,,,,,
150,book,books,booked,booking,bookings,,,,,,,,,,,,,
696,boom,booms,boomed,booming,boomings,,,,,,,,,,,,,
321,both,,,,,,,,,,,,,,,,,
736,bottle,bottles,bottled,bottling,bottlings,,,,,,,,,,,,,
718,bottom,bottoms,bottomed,bottoming,bottomings,,,,,,,,,,,,,
867,bowl,bowls,bowled,bowling,bowlings,,,,,,,,,,,,,
195,box,boxes,boxed,boxing,boxings,,,,,,,,,,,,,
146,boy,boys,,,,,,,,,,,,,,,,
722,bread,breads,breaded,breading,breadings,,,,,,,,,,,,,
381,break,breaks,broke,breaking,broken,,,,,,,,,,,,,
659,breakfast,breakfasts,breakfasted,breakfasting,breakfastings,,,,,,,,,,,,,
841,breathe,breathes,breathed,breathing,breathings,,,,,,,,,,,,,
788,bridge,bridges,bridged,bridging,bridgings,,,,,,,,,,,,,
733,bright,brighter,brightest,,,,,,,,,,,,,,,
253,bring,brings,brought,bringing,bringings,,,,,,,,,,,,,
403,brother,brothers,,,,,,,,,,,,,,,,
526,brown,browns,browned,browning,browner,brownest,,,,,,,,,,,,
812,brush,brushes,brushed,brushing,brushings,,,,,,,,,,,,,
258,build,builds,builded,building,buildings,built,,,,,,,,,,,,
387,bus,buses,bused,busing,busings,,,,,,,,,,,,,
753,business,businesses,,,,,,,,,,,,,,,,
704,busy,busies,busied,busying,busier,busiest,,,,,,,,,,,,
29,but,buts,,,,,,,,,,,,,,,,
762,butterfly,butterflies,butterflied,butterflying,butterflys,,,,,,,,,,,,,
349,buy,buys,bought,buying,buyed,,,,,,,,,,,,,
73,by,,,,,,,,,,,,,,,,,
380,bye,,,,,,,,,,,,,,,,,
587,cake,cakes,caked,caking,cakings,,,,,,,,,,,,,
117,call,calls,called,calling,callings,,,,,,,,,,,,,
869,camera,cameras,,,,,,,,,,,,,,,,
26,can,cans,canned,canning,cannot,,,,,,,,,,,,,
546,captain,captains,captained,captaining,capt,Captain,Captains,Capt,,,,,,,,,,
243,car,cars,,,,,,,,,,,,,,,,
354,card,cards,carded,carding,cardings,,,,,,,,,,,,,
411,care,cares,cared,caring,carings,,,,,,,,,,,,,
873,careful,,,,,,,,,,,,,,,,,
691,carefully,,,,,,,,,,,,,,,,,
541,carry,carries,carried,carrying,carryed,carrys,,,,,,,,,,,,
849,castle,castles,castled,castling,castlings,,,,,,,,,,,,,
300,cat,cats,,,,,,,,,,,,,,,,
426,catch,catches,caught,catching,catched,,,,,,,,,,,,,
598,cause,causes,caused,causing,causings,,,,,,,,,,,,,
730,cave,caves,caved,caving,cavings,,,,,,,,,,,,,
801,center,centers,centered,centering,centerings,centre,centres,centred,centring,centrings,,,,,,,,
508,chair,chairs,chaired,chairing,chairings,,,,,,,,,,,,,
675,chance,chances,chanced,chancing,chancings,,,,,,,,,,,,,
262,change,changes,changed,changing,changings,,,,,,,,,,,,,
559,chant,chants,chanted,chanting,chantings,,,,,,,,,,,,,
522,chapter,chapters,,,,,,,,,,,,,,,,
379,check,checks,checked,checking,checkings,,,,,,,,,,,,,
533,cheer,cheers,cheered,cheering,cheerings,,,,,,,,,,,,,
723,cheese,cheeses,,,,,,,,,,,,,,,,
494,chicken,chickens,chickened,chickening,chickenings,,,,,,,,,,,,,
61,child,childs,children,childrens,,,,,,,,,,,,,,
721,chocolate,chocolates,,,,,,,,,,,,,,,,
484,choose,chooses,chose,choosing,chosen,choosed,,,,,,,,,,,,
831,chorus,choruses,chorused,chorusing,chorusings,,,,,,,,,,,,,
247,circle,circles,circled,circling,circlings,,,,,,,,,,,,,
351,city,cities,citys,,,,,,,,,,,,,,,
229,clap,claps,clapped,clapping,clappings,,,,,,,,,,,,,
197,class,classes,classed,classing,classings,,,,,,,,,,,,,
449,classroom,classrooms,,,,,,,,,,,,,,,,
350,clean,cleans,cleaned,cleaning,cleanings,,,,,,,,,,,,,
776,clear,clears,cleared,clearing,clearer,clearest,clearings,,,,,,,,,,,
377,climb,climbs,climbed,climbing,climbings,,,,,,,,,,,,,
824,clock,clocks,clocked,clocking,clockings,,,,,,,,,,,,,
290,close,closes,closed,closing,closer,closest,closings,,,,,,,,,,,
306,clothes,,,,,,,,,,,,,,,,,
740,clue,clues,clued,cluing,cluings,,,,,,,,,,,,,
811,coat,coats,coated,coating,coatings,,,,,,,,,,,,,
314,cold,colder,coldest,colds,,,,,,,,,,,,,,
149,color,colors,colored,coloring,colorings,colour,colours,coloured,colouring,colourings,,,,,,,,
54,come,comes,came,coming,comed,cometh,comin,comeing,comings,,,,,,,,,
863,company,companies,companys,,,,,,,,,,,,,,,
447,complete,completes,completed,completing,completings,,,,,,,,,,,,,
456,computer,computers,,,,,,,,,,,,,,,,
536,continue,continues,continued,continuing,continueing,continueings,,,,,,,,,,,,
454,cook,cooks,cooked,cooking,cookings,,,,,,,,,,,,,
159,cookie,cookies,,,,,,,,,,,,,,,,
580,cool,cools,cooled,cooling,coolest,,,,,,,,,,,,,
674,copy,copies,copied,copying,copyings,,,,,,,,,,,,,
382,correct,corrects,corrected,correcting,correctings,,,,,,,,,,,,,
74,could,couldn,coulda,,,,,,,,,,,,,,,
278,count,counts,counted,counting,countings,,,,,,,,,,,,,
270,country,countries,countrys,,,,,,,,,,,,,,,
410,course,courses,coursed,coursing,coursings,,,,,,,,,,,,,
547,cover,covers,covered,covering,coverings,,,,,,,,,,,,,
530,cow,cows,cowed,cowing,cowings,,,,,,,,,,,,,
463,crayon,crayons,crayoned,crayoning,crayonings,,,,,,,,,,,,,
772,create,creates,created,creating,creatings,,,,,,,,,,,,,
774,cross,crosses,crossed,crossing,crossings,,,,,,,,,,,,,
703,crowd,crowds,crowded,crowding,crowdings,,,,,,,,,,,,,
331,cry,cries,cried,crying,cryed,,,,,,,,,,,,,
750,culture,cultures,cultured,culturing,culturings,,,,,,,,,,,,,
768,cup,cups,cupped,cupping,cuppings,,,,,,,,,,,,,
384,cut,cuts,cutted,cutting,cuttings,,,,,,,,,,,,,
284,dad,dads,daddy,daddies,Dad,Dads,Daddy,Daddies,,,,,,,,,,
167,dance,dances,danced,dancing,danceing,danceings,,,,,,,,,,,,
581,dangerous,,,,,,,,,,,,,,,,,
487,dark,darker,darkest,,,,,,,,,,,,,,,
798,daughter,daughters,,,,,,,,,,,,,,,,
62,day,days,daies,,,,,,,,,,,,,,,
570,dead,deader,deadest,,,,,,,,,,,,,,,
822,dear,dears,dearer,dearest,,,,,,,,,,,,,,
458,decide,decides,decided,deciding,decidings,,,,,,,,,,,,,
689,deep,deeper,deepest,deeps,,,,,,,,,,,,,,
706,delicious,,,,,,,,,,,,,,,,,
682,describe,describes,described,describing,describings,,,,,,,,,,,,,
825,desk,desks,,,,,,,,,,,,,,,,
846,dialog,dialogs,dialoged,dialoging,dialogue,dialogues,dialogued,dialoguing,dialoguings,,,,,,,,,
315,die,dies,died,dying,dieing,dieings,,,,,,,,,,,,
165,different,,,,,,,,,,,,,,,,,
471,difficult,,,,,,,,,,,,,,,,,
565,dinner,dinners,,,,,,,,,,,,,,,,
589,dinosaur,dinosaurs,,,,,,,,,,,,,,,,
844,dirty,dirties,dirtied,dirtying,dirtier,dirtiest,,,,,,,,,,,,
12,do,does,don,doesn,did,didn,doing,done,doin,doings,,,,,,,,
192,doctor,doctors,doctored,doctoring,dr,Doctor,Doctors,Dr,,,,,,,,,,
202,dog,dogs,dogged,dogging,doggings,,,,,,,,,,,,,
755,doll,dolls,dolled,dolling,dollings,,,,,,,,,,,,,
223,door,doors,,,,,,,,,,,,,,,,
91,down,downs,downed,downing,downings,,,,,,,,,,,,,
261,draw,draws,drew,drawing,drawn,drawed,drawings,,,,,,,,,,,
608,dream,dreams,dreamed,dreaming,dreamings,dreamt,,,,,,,,,,,,
490,dress,dresses,dressed,dressing,dressings,,,,,,,,,,,,,
366,drink,drinks,drank,drinking,drinkings,,,,,,,,,,,,,
550,drive,drives,drove,driving,driven,drived,droves,,,,,,,,,,,
766,drop,drops,dropped,dropping,droppings,,,,,,,,,,,,,
795,drum,drums,drummed,drumming,drummings,,,,,,,,,,,,,
796,dry,dries,dried,drying,drier,driest,,,,,,,,,,,,
337,duck,ducks,ducked,ducking,duckings,,,,,,,,,,,,,
560,during,,,,,,,,,,,,,,,,,
90,each,,,,,,,,,,,,,,,,,
515,ear,ears,eared,,,,,,,,,,,,,,,
681,early,earlier,earliest,,,,,,,,,,,,,,,
759,earth,earths,earthed,earthing,earthings,,,,,,,,,,,,,
376,easy,easier,easiest,,,,,,,,,,,,,,,
86,eat,eats,ate,eating,eaten,,,,,,,,,,,,,
421,egg,eggs,egged,egging,eggings,,,,,,,,,,,,,
440,eight,eights,eighth,eighths,,,,,,,,,,,,,,
493,elephant,elephants,,,,,,,,,,,,,,,,
495,else,,,,,,,,,,,,,,,,,
304,end,ends,ended,ending,endings,,,,,,,,,,,,,
808,energy,energies,,,,,,,,,,,,,,,,
407,enjoy,enjoys,enjoyed,enjoying,enjoyings,,,,,,,,,,,,,
342,enough,,,,,,,,,,,,,,,,,
248,even,evens,evened,,,,,,,,,,,,,,,
653,evening,evenings,,,,,,,,,,,,,,,,
784,event,events,,,,,,,,,,,,,,,,
341,ever,,,,,,,,,,,,,,,,,
204,every,,,,,,,,,,,,,,,,,
448,everybody,everybodies,,,,,,,,,,,,,,,,
312,everyone,,,,,,,,,,,,,,,,,
389,everything,everythings,,,,,,,,,,,,,,,,
775,everywhere,,,,,,,,,,,,,,,,,
295,example,examples,,,,,,,,,,,,,,,,
491,excite,excites,excited,exciting,excitings,,,,,,,,,,,,,
700,experience,experiences,experienced,experiencing,experiencings,,,,,,,,,,,,,
393,explain,explains,explained,explaining,explainings,,,,,,,,,,,,,
193,eye,eyes,eyed,eyeing,eyeings,,,,,,,,,,,,,
211,face,faces,faced,facing,facings,,,,,,,,,,,,,
603,fact,facts,,,,,,,,,,,,,,,,
209,fall,falls,fell,falling,fallen,falled,,,,,,,,,,,,
173,family,families,familys,,,,,,,,,,,,,,,
519,famous,,,,,,,,,,,,,,,,,
413,far,farther,farthest,,,,,,,,,,,,,,,
370,farm,farms,farmed,farming,farmings,,,,,,,,,,,,,
571,farmer,farmers,,,,,,,,,,,,,,,,
230,fast,fasts,fasted,fasting,faster,fastest,fasters,,,,,,,,,,,
249,father,fathers,fathered,fathering,fatherings,,,,,,,,,,,,,
250,favorite,favorites,favourite,favourites,,,,,,,,,,,,,,
116,feel,feels,felt,feeled,feeling,feelings,,,,,,,,,,,,
731,festival,festivals,,,,,,,,,,,,,,,,
285,few,fewer,fewest,fewers,fewests,,,,,,,,,,,,,
430,fight,fights,fought,fighting,fightings,,,,,,,,,,,,,
864,figure,figures,figured,figuring,figurings,,,,,,,,,,,,,
789,fill,fills,filled,filling,fillings,,,,,,,,,,,,,
744,finally,,,,,,,,,,,,,,,,,
72,find,finds,found,finding,finded,findings,,,,,,,,,,,,
586,fine,fines,fined,fining,finer,finest,,,,,,,,,,,,
390,finger,fingers,fingered,fingering,fingerings,,,,,,,,,,,,,
452,finish,finishes,finished,finishing,finishings,,,,,,,,,,,,,
431,fire,fires,fired,firing,firings,,,,,,,,,,,,,
121,first,firsts,,,,,,,,,,,,,,,,
245,fish,fishes,fished,fishing,fishings,,,,,,,,,,,,,
227,five,fives,fifth,fifthly,fifths,,,,,,,,,,,,,
739,flap,flaps,flapped,flapping,flappings,,,,,,,,,,,,,
555,flashcard,flashcards,,,,,,,,,,,,,,,,
564,floor,floors,floored,flooring,floorings,,,,,,,,,,,,,
427,flower,flowers,flowered,flowering,flowerings,,,,,,,,,,,,,
251,fly,flies,flew,flying,flown,flys,,,,,,,,,,,,
286,follow,follows,followed,following,followings,,,,,,,,,,,,,
119,food,foods,,,,,,,,,,,,,,,,
231,foot,foots,footed,footing,feet,footings,,,,,,,,,,,,
20,for,,,,,,,,,,,,,,,,,
676,foreign,,,,,,,,,,,,,,,,,
395,forest,forests,forested,foresting,forestings,,,,,,,,,,,,,
548,forget,forgets,forgot,forgetting,forgotten,,,,,,,,,,,,,
596,form,forms,formed,forming,formings,,,,,,,,,,,,,
845,forward,forwards,forwarded,forwarding,foreward,forewards,forewarded,forewarding,forewardings,,,,,,,,,
194,four,fours,fourth,fourths,fourthly,,,,,,,,,,,,,
621,free,frees,freed,freeing,freer,freest,,,,,,,,,,,,
85,friend,friends,,,,,,,,,,,,,,,,
605,frog,frogs,,,,,,,,,,,,,,,,
42,from,,,,,,,,,,,,,,,,,
397,front,fronts,fronted,fronting,frontings,,,,,,,,,,,,,
567,fruit,fruits,fruited,fruiting,fruitings,,,,,,,,,,,,,
525,full,fulls,fulled,fulling,fuller,fullest,,,,,,,,,,,,
221,fun,,,,,,,,,,,,,,,,,
799,funny,funnier,funniest,,,,,,,,,,,,,,,
616,future,futures,,,,,,,,,,,,,,,,
188,game,games,gamed,gaming,gamings,,,,,,,,,,,,,
534,garden,gardens,gardened,gardening,gardenings,,,,,,,,,,,,,
856,gasp,gasps,gasped,gasping,gaspings,,,,,,,,,,,,,
34,get,gets,got,getting,gotten,gettin,gotta,,,,,,,,,,,
770,giant,giants,,,,,,,,,,,,,,,,
647,giggle,giggles,giggled,giggling,gigglings,,,,,,,,,,,,,
200,girl,girls,,,,,,,,,,,,,,,,
101,give,gives,gave,giving,given,gived,giveing,giveth,,,,,,,,,,
663,glass,glasses,glassed,glassing,glassings,,,,,,,,,,,,,
24,go,goes,went,going,gone,goin,gonna,gunna,goings,,,,,,,,,
741,goat,goats,,,,,,,,,,,,,,,,
757,gold,golds,,,,,,,,,,,,,,,,
53,good,goodest,better,best,,,,,,,,,,,,,,
734,goodbye,goodbyes,,,,,,,,,,,,,,,,
828,grandma,grandmas,gran,Grandma,Grandmas,Gran,,,,,,,,,,,,
162,great,greater,greatest,greats,,,,,,,,,,,,,,
326,green,greens,greened,greening,greener,greenest,,,,,,,,,,,,
404,ground,grounds,grounded,grounding,groundings,,,,,,,,,,,,,
252,group,groups,grouped,grouping,groupings,,,,,,,,,,,,,
238,grow,grows,grew,growing,grown,growed,,,,,,,,,,,,
460,guess,guesses,guessed,guessing,guessings,,,,,,,,,,,,,
763,gun,guns,gunned,gunning,gunnings,,,,,,,,,,,,,
684,guy,guys,guyed,guying,guyings,,,,,,,,,,,,,
299,hair,hairs,haired,,,,,,,,,,,,,,,
614,half,halves,halfs,halfed,halfing,halfings,halved,halving,halvings,,,,,,,,,
135,hand,hands,handed,handing,handings,,,,,,,,,,,,,
705,hang,hangs,hung,hanging,hanged,hangings,,,,,,,,,,,,
234,happen,happens,happened,happening,happenings,,,,,,,,,,,,,
109,happy,happier,happiest,,,,,,,,,,,,,,,
266,hard,harder,hardest,,,,,,,,,,,,,,,
432,hat,hats,hatted,hatting,hattings,,,,,,,,,,,,,
14,have,haven,ve,has,hasn,had,hadn,d,having,hafta,havings,haves,,,,,,
8,he,,,,,,,,,,,,,,,,,
187,head,heads,headed,heading,headings,,,,,,,,,,,,,
629,healthy,healthier,healthiest,,,,,,,,,,,,,,,
151,hear,hears,heard,hearing,hearings,,,,,,,,,,,,,
566,heart,hearts,hearted,,,,,,,,,,,,,,,
751,heavy,heavies,heavier,heaviest,,,,,,,,,,,,,,
473,hello,,,,,,,,,,,,,,,,,
75,help,helps,helped,helping,helpings,,,,,,,,,,,,,
60,here,,,,,,,,,,,,,,,,,
446,hey,,,,,,,,,,,,,,,,,
489,hi,,,,,,,,,,,,,,,,,
405,hide,hides,hid,hiding,hidden,,,,,,,,,,,,,
276,high,higher,highest,highs,,,,,,,,,,,,,,
786,hill,hills,hilled,hilling,hillings,,,,,,,,,,,,,
634,himself,,,,,,,,,,,,,,,,,
518,hit,hits,hitted,hitting,hittings,,,,,,,,,,,,,
207,hold,holds,held,holding,holded,holdings,,,,,,,,,,,,
612,hole,holes,holed,holing,holings,,,,,,,,,,,,,
148,home,homes,homed,homing,homings,,,,,,,,,,,,,
872,homework,homeworks,,,,,,,,,,,,,,,,
651,hop,hops,hopped,hopping,hoppings,,,,,,,,,,,,,
433,hope,hopes,hoped,hoping,hopings,,,,,,,,,,,,,
294,horse,horses,horsed,horsing,horsings,,,,,,,,,,,,,
344,hot,hots,hotted,hotting,hotter,hottest,,,,,,,,,,,,
425,hour,hours,,,,,,,,,,,,,,,,
137,house,houses,housed,housing,housings,,,,,,,,,,,,,
49,how,How,,,,,,,,,,,,,,,,
335,however,,,,,,,,,,,,,,,,,
686,huge,huger,hugest,,,,,,,,,,,,,,,
711,human,humans,,,,,,,,,,,,,,,,
693,hundred,hundreds,,,,,,,,,,,,,,,,
543,hungry,hungrier,hungriest,,,,,,,,,,,,,,,
819,hurrah,hurrahs,,,,,,,,,,,,,,,,
694,hurry,hurries,hurried,hurrying,hurryings,,,,,,,,,,,,,
511,hurt,hurts,hurted,hurting,hurtings,,,,,,,,,,,,,
3,I,,,,,,,,,,,,,,,,,
631,ice,ices,iced,,,,,,,,,,,,,,,
277,idea,ideas,,,,,,,,,,,,,,,,
55,if,ifs,,,,,,,,,,,,,,,,
656,imagine,imagines,imagined,imagining,imaginings,,,,,,,,,,,,,
265,important,,,,,,,,,,,,,,,,,
11,in,ins,,,,,,,,,,,,,,,,
637,include,includes,included,including,includings,,,,,,,,,,,,,
486,information,informations,,,,,,,,,,,,,,,,
374,inside,insides,,,,,,,,,,,,,,,,
472,instruction,instructions,,,,,,,,,,,,,,,,
325,interest,interests,interested,interesting,interestings,,,,,,,,,,,,,
87,into,,,,,,,,,,,,,,,,,
628,island,islands,islanded,islanding,islandings,,,,,,,,,,,,,
9,it,,,,,,,,,,,,,,,,,
498,item,items,,,,,,,,,,,,,,,,
292,job,jobs,jobbing,jobbings,,,,,,,,,,,,,,
660,join,joins,joined,joining,joinings,,,,,,,,,,,,,
809,juice,juices,juiceed,juiceing,juiceings,,,,,,,,,,,,,
180,jump,jumps,jumped,jumping,jumpings,,,,,,,,,,,,,
79,just,,,,,,,,,,,,,,,,,
205,keep,keeps,keeped,keeping,kept,,,,,,,,,,,,,
769,kid,kids,kidded,kidding,kiddings,,,,,,,,,,,,,
355,kill,kills,killed,killing,killings,,,,,,,,,,,,,
206,kind,kinds,kinda,kinder,kindest,,,,,,,,,,,,,
468,king,kings,,,,,,,,,,,,,,,,
843,kiss,kisses,kissed,kissing,kissings,,,,,,,,,,,,,
645,kitchen,kitchens,,,,,,,,,,,,,,,,
582,kite,kites,,,,,,,,,,,,,,,,
617,knee,knees,kneed,kneeing,kneeings,,,,,,,,,,,,,
545,knock,knocks,knocked,knocking,knockings,,,,,,,,,,,,,
45,know,knows,knew,knowing,known,knowed,knowin,,,,,,,,,,,
793,lady,ladies,ladys,,,,,,,,,,,,,,,
394,land,lands,landed,landing,landings,,,,,,,,,,,,,
293,language,languages,,,,,,,,,,,,,,,,
272,large,larger,largest,,,,,,,,,,,,,,,
246,last,lasts,lasted,lasting,lastings,,,,,,,,,,,,,
218,late,later,latest,,,,,,,,,,,,,,,
96,laugh,laughs,laughed,laughing,laughings,,,,,,,,,,,,,
837,lay,lays,laid,laying,layings,,,,,,,,,,,,,
719,lead,leads,led,leading,leaded,,,,,,,,,,,,,
172,learn,learns,learned,learning,learnt,learnings,,,,,,,,,,,,
267,leave,leaves,leaved,leaving,leavings,,,,,,,,,,,,,
219,left,lefts,,,,,,,,,,,,,,,,
357,leg,legs,legged,legging,leggings,,,,,,,,,,,,,
461,lesson,lessons,,,,,,,,,,,,,,,,
108,let,lets,letted,letting,lemme,lettings,,,,,,,,,,,,
127,letter,letters,lettering,letterings,lettered,,,,,,,,,,,,,
661,lie,lies,lied,lying,lain,lieing,lieings,,,,,,,,,,,
259,life,lifes,,,,,,,,,,,,,,,,
313,light,lights,lighted,lit,lighting,lightest,,,,,,,,,,,,
31,like,likes,liked,liking,likings,,,,,,,,,,,,,
281,line,lines,lined,lining,linings,,,,,,,,,,,,,
746,lion,lions,,,,,,,,,,,,,,,,
829,list,lists,listed,listing,listings,,,,,,,,,,,,,
178,listen,listens,listened,listening,listenings,,,,,,,,,,,,,
76,little,littler,littlest,,,,,,,,,,,,,,,
102,live,lives,lived,living,livings,,,,,,,,,,,,,
132,long,longs,longed,longing,longer,longest,longings,,,,,,,,,,,
44,look,looks,looked,looking,lookin,,,,,,,,,,,,,
420,lose,loses,lost,losing,losings,,,,,,,,,,,,,
143,lot,lots,lotta,,,,,,,,,,,,,,,
639,loud,louder,loudest,,,,,,,,,,,,,,,
89,love,loves,loved,loving,lovings,,,,,,,,,,,,,
668,low,lows,lowed,lowing,lower,lowest,lowers,lowered,lowering,lowerings,,,,,,,,
538,lunch,lunches,lunched,lunching,lunchings,,,,,,,,,,,,,
638,machine,machines,machined,machining,machinings,,,,,,,,,,,,,
588,magic,magics,,,,,,,,,,,,,,,,
38,make,makes,made,making,maked,makeing,maketh,makeings,,,,,,,,,,
71,man,mans,manned,manning,men,mens,,,,,,,,,,,,
92,many,,,,,,,,,,,,,,,,,
805,map,maps,mapped,mapping,mappings,,,,,,,,,,,,,
